nm,T
678.000000, 92.209768
677.000000, 92.087608
676.000000, 92.048097
675.000000, 92.016062
674.000000, 92.159249
673.000000, 92.068294
672.000000, 91.989443
671.000000, 91.804306
670.000000, 91.773142
669.000000, 91.846169
668.000000, 91.759510
667.000000, 91.632318
666.000000, 91.659893
665.000000, 91.620923
664.000000, 91.569354
663.000000, 91.446981
662.000000, 91.445776
661.000000, 91.397963
660.000000, 91.352502
659.000000, 91.258438
658.000000, 91.327447
657.000000, 91.183303
656.000000, 91.076404
655.000000, 91.080826
654.000000, 90.904444
653.000000, 90.840817
652.000000, 90.744779
651.000000, 90.733078
650.000000, 90.499218
649.000000, 90.502268
648.000000, 90.511970
647.000000, 90.375433
646.000000, 90.265378
645.000000, 90.206609
644.000000, 90.032498
643.000000, 90.094646
642.000000, 89.891786
641.000000, 89.884661
640.000000, 89.822829
639.000000, 89.649575
638.000000, 89.557425
637.000000, 89.329446
636.000000, 89.310067
635.000000, 89.324771
634.000000, 89.219962
633.000000, 89.119130
632.000000, 89.038068
631.000000, 88.920146
630.000000, 88.777425
629.000000, 88.649443
628.000000, 88.520138
627.000000, 88.512177
626.000000, 88.350883
625.000000, 88.298103
624.000000, 88.142699
623.000000, 88.057370
622.000000, 87.951405
621.000000, 87.720817
620.000000, 87.637306
619.000000, 87.513977
618.000000, 87.495096
617.000000, 87.326508
616.000000, 87.160402
615.000000, 86.957540
614.000000, 86.921518
613.000000, 86.740025
612.000000, 86.605246
611.000000, 86.508002
610.000000, 86.374921
609.000000, 86.229329
608.000000, 86.124540
607.000000, 86.109627
606.000000, 85.815166
605.000000, 85.724053
604.000000, 85.697431
603.000000, 85.521276
602.000000, 85.363703
601.000000, 85.199309
600.000000, 85.019178
599.000000, 84.753563
598.000000, 84.764195
597.000000, 84.648073
596.000000, 84.526523
595.000000, 84.325645
594.000000, 84.287036
593.000000, 84.010070
592.000000, 83.997819
591.000000, 83.823951
590.000000, 83.609178
589.000000, 83.384506
588.000000, 83.227767
587.000000, 83.075212
586.000000, 83.002346
585.000000, 82.785536
584.000000, 82.678775
583.000000, 82.470302
582.000000, 82.426378
581.000000, 82.211356
580.000000, 82.034265
579.000000, 81.968139
578.000000, 81.770821
577.000000, 81.587157
576.000000, 81.492358
575.000000, 81.281999
574.000000, 81.059739
573.000000, 81.050057
572.000000, 80.769477
571.000000, 80.573021
570.000000, 80.526669
569.000000, 80.351624
568.000000, 80.169209
567.000000, 80.012989
566.000000, 79.902521
565.000000, 79.794054
564.000000, 79.599158
563.000000, 79.414782
562.000000, 79.281676
561.000000, 79.102071
560.000000, 78.803275
559.000000, 78.708973
558.000000, 78.549532
557.000000, 78.448273
556.000000, 78.364559
555.000000, 78.174586
554.000000, 77.946605
553.000000, 77.839558
552.000000, 77.662737
551.000000, 77.633798
550.000000, 77.273093
549.000000, 77.220197
548.000000, 77.111031
547.000000, 77.005836
546.000000, 76.783537
545.000000, 76.659860
544.000000, 76.369272
543.000000, 76.386644
542.000000, 76.210760
541.000000, 76.068825
540.000000, 75.876666
539.000000, 75.773942
538.000000, 75.530212
537.000000, 75.448470
536.000000, 75.315218
535.000000, 75.190838
534.000000, 75.050327
533.000000, 74.938825
532.000000, 74.778300
531.000000, 74.606153
530.000000, 74.480659
529.000000, 74.394123
528.000000, 74.264202
527.000000, 74.088572
526.000000, 73.954370
525.000000, 73.797219
524.000000, 73.687371
523.000000, 73.643005
522.000000, 73.508096
521.000000, 73.384856
520.000000, 73.264332
519.000000, 73.166776
518.000000, 73.071330
517.000000, 73.012110
516.000000, 72.839830
515.000000, 72.697162
514.000000, 72.568978
513.000000, 72.427384
512.000000, 72.426508
511.000000, 72.331382
510.000000, 72.212696
509.000000, 72.170864
508.000000, 72.098947
507.000000, 71.970085
506.000000, 71.835643
505.000000, 71.791623
504.000000, 71.728059
503.000000, 71.618005
502.000000, 71.521398
501.000000, 71.471532
500.000000, 71.413482
499.000000, 71.284865
498.000000, 71.268376
497.000000, 71.187920
496.000000, 71.129419
495.000000, 71.010893
494.000000, 71.012061
493.000000, 70.925566
492.000000, 70.869882
491.000000, 70.827283
490.000000, 70.741238
489.000000, 70.697367
488.000000, 70.694873
487.000000, 70.676864
486.000000, 70.620078
485.000000, 70.605055
484.000000, 70.621874
483.000000, 70.576713
482.000000, 70.522271
481.000000, 70.547079
480.000000, 70.539856
479.000000, 70.488912
478.000000, 70.486616
477.000000, 70.513710
476.000000, 70.492947
475.000000, 70.490609
474.000000, 70.537663
473.000000, 70.509663
472.000000, 70.492084
471.000000, 70.561432
470.000000, 70.654958
469.000000, 70.700861
468.000000, 70.789025
467.000000, 70.848185
466.000000, 70.792256
465.000000, 70.803029
464.000000, 70.877097
463.000000, 70.915101
462.000000, 71.002129
461.000000, 71.068459
460.000000, 71.128873
459.000000, 71.189629
458.000000, 71.234093
457.000000, 71.285441
456.000000, 71.312196
455.000000, 71.361309
454.000000, 71.545888
453.000000, 71.640345
452.000000, 71.696254
451.000000, 71.835793
450.000000, 71.890409
449.000000, 71.989154
448.000000, 72.147621
447.000000, 72.119131
446.000000, 72.307744
445.000000, 72.527497
444.000000, 72.545975
443.000000, 72.736312
442.000000, 72.903330
441.000000, 72.925624
440.000000, 72.980186
439.000000, 73.136573
438.000000, 73.285178
437.000000, 73.409478
436.000000, 73.500500
435.000000, 73.623391
434.000000, 73.767146
433.000000, 73.919424
432.000000, 74.081712
431.000000, 74.238232
430.000000, 74.415416
429.000000, 74.489681
428.000000, 74.533723
427.000000, 74.625574
426.000000, 74.689462
425.000000, 74.854071
424.000000, 75.041025
423.000000, 75.134281
422.000000, 75.187402
421.000000, 75.338334
420.000000, 75.444760
419.000000, 75.393432
418.000000, 75.486757
417.000000, 75.521897
416.000000, 75.546467
415.000000, 75.649829
414.000000, 75.664656
413.000000, 75.684211
412.000000, 75.785235
411.000000, 75.817902
410.000000, 75.739357
409.000000, 75.808728
408.000000, 75.721717
407.000000, 75.639696
406.000000, 75.672782
405.000000, 75.635531
404.000000, 75.417714
403.000000, 75.304131
402.000000, 75.257810
401.000000, 75.102437
400.000000, 74.833295
399.000000, 74.674236
398.000000, 74.406317
397.000000, 74.145596
396.000000, 73.841158
395.000000, 73.545881
394.000000, 73.239198
393.000000, 72.834197
392.000000, 72.551303
391.000000, 72.280118
390.000000, 71.788345
389.000000, 71.320196
388.000000, 70.939530
387.000000, 70.411777
386.000000, 69.813896
385.000000, 69.148052
384.000000, 68.660705
383.000000, 68.142294
382.000000, 67.711455
381.000000, 67.051482
380.000000, 66.207434
379.000000, 65.435557
378.000000, 64.820221
377.000000, 63.918716
376.000000, 63.322484
375.000000, 62.854875
374.000000, 61.347630
373.000000, 60.978601
372.000000, 60.179498
371.000000, 59.360102
370.000000, 59.084488
369.000000, 58.283330
368.000000, 57.229187
367.000000, 56.154510
366.000000, 54.894249
365.000000, 54.327072
364.000000, 53.418034
363.000000, 52.389040
362.000000, 51.680899
361.000000, 50.826330
360.000000, 50.005109
359.000000, 49.047581
358.000000, 48.060539
357.000000, 47.402735
356.000000, 46.477380
355.000000, 45.491950
354.000000, 44.618260
353.000000, 43.860895
352.000000, 43.143083
351.000000, 42.354075
350.000000, 41.686305
349.000000, 40.598842
348.000000, 39.490231
347.000000, 38.840791
346.000000, 38.094416
345.000000, 37.357693
344.000000, 36.272795
343.000000, 35.378912
342.000000, 34.656536
341.000000, 34.279753
340.000000, 33.314744
339.000000, 32.349629
338.000000, 31.579352
337.000000, 30.762761
336.000000, 30.183762
335.000000, 29.342693
334.000000, 28.452581
333.000000, 27.446015
332.000000, 26.890354
331.000000, 26.213833
330.000000, 25.151292
329.000000, 24.928534
328.000000, 23.943014
327.000000, 23.276785
326.000000, 22.057241
325.000000, 21.346261
324.000000, 20.725289
323.000000, 19.925489
322.000000, 19.350195
321.000000, 18.405090
320.000000, 17.629512
319.000000, 16.860298
318.000000, 16.073281
317.000000, 15.310456
316.000000, 14.632419
315.000000, 13.935464
314.000000, 13.275086
313.000000, 12.595197
312.000000, 11.991732
311.000000, 11.412382
310.000000, 10.814086
309.000000, 10.242507
308.000000, 9.662493
307.000000, 9.085195
306.000000, 8.651335
305.000000, 8.112539
304.000000, 7.680543
303.000000, 7.219029
302.000000, 6.856127
301.000000, 6.463872
300.000000, 6.080483
